app_id,order,ctx0,ctx1,ctx2,ctx3,next_op,count,prob
4,4,21,31,2,33,27,5,0.500000
4,4,21,31,2,33,28,3,0.300000
4,4,21,31,2,33,34,1,0.100000
4,4,21,31,2,33,39,1,0.100000
4,4,22,21,31,2,3,14,0.285714
4,4,22,21,31,2,23,14,0.285714
4,4,22,21,31,2,33,10,0.204082
4,4,22,21,31,2,24,9,0.183673
4,4,22,21,31,2,32,2,0.040816
4,4,22,25,26,31,2,23,1.000000
4,4,22,25,31,2,3,16,0.470588
4,4,22,25,31,2,23,8,0.235294
4,4,22,25,31,2,33,5,0.147059
4,4,22,25,31,2,24,3,0.088235
4,4,22,25,31,2,25,2,0.058824
4,4,22,31,2,3,4,71,1.000000
4,4,22,31,2,23,4,37,1.000000
4,4,22,31,2,24,40,30,1.000000
4,4,22,31,2,25,22,1,1.000000
4,4,22,31,2,32,23,2,0.500000
4,4,22,31,2,32,32,2,0.500000
4,4,22,31,2,33,27,10,0.357143
4,4,22,31,2,33,34,10,0.357143
4,4,22,31,2,33,28,3,0.107143
4,4,22,31,2,33,39,3,0.107143
4,4,22,31,2,33,32,2,0.071429
4,4,22,31,23,4,5,11,1.000000
4,4,23,4,5,2,3,12,0.285714
4,4,23,4,5,2,23,12,0.285714
4,4,23,4,5,2,24,10,0.238095
4,4,23,4,5,2,33,5,0.119048
4,4,23,4,5,2,32,3,0.071429
4,4,23,4,5,4,5,3,1.000000
4,4,23,4,5,6,7,32,1.000000
4,4,23,4,5,8,5,86,1.000000
4,4,23,4,5,9,5,95,1.000000
4,4,23,4,5,10,5,6,1.000000
4,4,23,4,5,14,2,4,1.000000
4,4,23,4,5,16,31,70,1.000000
4,4,23,4,5,17,2,1,1.000000
4,4,23,4,5,18,19,29,0.491525
4,4,23,4,5,18,20,16,0.271186
4,4,23,4,5,18,14,12,0.203390
4,4,23,4,5,18,2,2,0.033898
4,4,23,4,5,22,31,7,1.000000
4,4,23,4,5,23,4,4,1.000000
4,4,23,4,5,24,40,2,1.000000
4,4,23,4,5,30,5,103,1.000000
4,4,23,4,5,31,3,4,1.000000
4,4,23,4,5,40,4,2,1.000000
4,4,23,4,5,41,2,32,1.000000
4,4,24,40,4,5,18,93,0.255495
4,4,24,40,4,5,22,67,0.184066
4,4,24,40,4,5,31,64,0.175824
4,4,24,40,4,5,14,58,0.159341
4,4,24,40,4,5,41,23,0.063187
4,4,24,40,4,5,6,14,0.038462
4,4,24,40,4,5,30,14,0.038462
4,4,24,40,4,5,10,10,0.027473
4,4,24,40,4,5,8,7,0.019231
4,4,24,40,4,5,2,6,0.016484
4,4,24,40,4,5,23,4,0.010989
4,4,24,40,4,5,4,2,0.005495
4,4,24,40,4,5,9,1,0.002747
4,4,24,40,4,5,40,1,0.002747
4,4,25,2,24,40,4,1,1.000000
4,4,25,2,33,34,35,1,1.000000
4,4,25,22,21,31,2,23,1.000000
4,4,25,26,31,2,3,9,0.391304
4,4,25,26,31,2,23,7,0.304348
4,4,25,26,31,2,24,5,0.217391
